IP,TTL,FREQ
3.223.163.8,59,1
115.55.29.165,121,9
0.202.45.156,52,6
143.27.201.252,119,100
140.123.23.190,119,2
157.197.148.114,97,3
245.253.152.214,22,110
115.33.141.112,122,4
1.14.245.109,118,8
0.123.28.173,118,42
121.38.62.104,23,1
115.53.184.130,121,27
162.134.151.1,54,2
227.235.123.25,57,1
162.135.166.6,118,2
3.46.130.84,18,1
115.43.158.162,122,6
107.236.9.14,117,1
107.236.9.14,118,6
135.203.131.178,121,8
244.118.58.249,54,3
140.143.194.227,121,10
238.2.103.29,250,3
245.252.147.74,119,19
238.2.123.239,60,83
241.252.243.229,118,5
238.2.103.30,250,3
115.51.224.191,249,1
238.146.137.130,249,1
3.233.107.116,118,1
249.230.201.247,55,13
238.2.103.31,250,3
200.197.104.135,23,1
3.233.107.117,118,1
236.249.93.103,117,11
140.157.27.39,121,14
0.71.112.191,53,1
115.42.41.194,122,1
3.177.218.18,59,1
238.207.13.132,118,38
224.85.163.51,114,6
0.61.202.83,59,1
227.10.60.106,121,1
162.136.128.6,117,16
162.132.101.250,118,5
236.33.135.249,247,1
165.206.212.126,119,114
165.206.212.126,118,20
245.252.2.253,118,12
143.165.29.222,117,147
240.38.16.9,53,4
236.214.194.210,112,1
236.214.194.210,241,34
238.2.85.212,245,1
115.55.135.182,122,7
140.139.45.171,119,1
227.25.6.157,122,17
245.253.152.36,118,5
244.77.251.161,245,3
140.129.236.240,54,6
241.201.119.25,60,4
107.218.104.207,119,4
227.186.183.174,60,1
245.239.247.164,119,5
100.253.76.177,118,52
115.46.30.229,123,2
107.213.179.242,119,6
0.185.28.95,120,10
107.214.94.89,119,7
0.42.140.250,117,2
3.176.197.44,120,5
3.141.32.55,48,129
245.253.37.205,119,45
115.254.237.24,122,4
140.137.196.8,55,2
3.231.199.226,121,1727
0.186.198.3,117,2
242.15.197.247,247,4
115.34.75.102,122,95
245.252.211.136,117,3
131.23.249.255,121,16
140.143.182.157,118,20
238.2.103.181,250,3
130.57.188.14,249,3
115.49.120.73,122,16
227.197.104.56,117,23
252.44.235.126,99,3
71.217.84.35,116,23
162.139.189.254,55,6
241.182.109.228,57,9
202.13.221.46,23,1
245.38.189.215,244,1
140.113.97.69,119,6
165.78.35.186,23,1
245.252.105.245,59,1
245.119.136.11,53,1
162.139.117.2,55,1
107.212.221.210,117,7
162.138.130.5,117,2
252.44.37.237,119,3
107.113.193.56,120,14
140.136.254.70,118,2
115.52.67.63,122,1
245.252.211.109,117,17
107.204.177.229,118,2
107.204.177.229,119,44
0.180.246.109,120,6
115.68.205.123,117,1
245.253.16.43,119,65
115.51.151.201,122,31
245.252.170.249,118,9
115.52.188.202,122,16
140.123.16.41,119,1
227.190.101.164,116,11
100.160.77.26,118,151
245.252.20.89,120,3
227.160.30.220,53,22
140.122.110.233,119,4
245.253.9.47,118,12
140.136.253.175,119,17
227.212.223.55,121,1
115.33.103.41,122,27
227.186.187.247,250,1
227.186.187.247,59,1
238.2.87.253,54,1
2.239.116.130,119,24
162.136.245.113,120,9
140.113.145.243,121,9
162.139.241.254,56,1
115.35.247.88,122,26
238.2.103.196,250,2
227.72.224.21,118,1
227.72.224.21,119,1
107.43.201.254,118,176
227.247.83.177,61,1
227.212.5.50,121,1
162.132.27.186,118,7
238.148.151.251,247,1
227.235.27.186,57,1
241.37.85.190,56,7
3.176.3.219,121,4
69.240.206.41,51,8
1.16.171.192,117,8
244.77.236.21,115,55
100.169.207.50,119,16
240.169.243.228,117,2
237.19.144.21,244,1
241.215.245.62,120,215
100.191.117.173,118,4
245.252.181.253,118,70
238.76.27.207,119,1
115.54.114.209,122,241
252.44.38.172,21,3
244.93.90.71,241,1
3.46.33.73,117,2
3.176.197.52,120,1
238.2.103.201,250,1
252.44.31.82,118,1
238.93.119.18,122,18
244.66.63.245,52,33
0.202.34.6,116,4
140.133.48.194,120,453
240.44.97.41,248,1
52.46.16.162,23,1
107.215.161.109,119,28
69.247.3.71,115,14
100.171.80.105,119,11
238.207.48.110,116,4
224.83.218.11,50,13
115.12.184.107,120,14
140.138.68.28,120,15
245.252.172.229,118,11
245.252.115.97,119,6
115.43.210.97,122,7
107.210.94.225,117,2
245.140.1.122,245,1
245.252.112.140,119,379
71.0.27.82,54,13
98.103.22.165,23,1
245.252.225.82,118,4
245.252.113.252,119,41
244.56.66.116,116,9
245.253.152.200,118,9
3.176.197.53,142,1
239.244.225.85,56,65
107.213.37.208,118,24
227.116.216.90,118,10
227.186.187.254,251,2
140.141.225.212,120,3
241.37.85.187,56,5
3.176.49.26,58,4
227.64.190.245,123,5
245.253.136.96,118,3
107.211.38.126,120,25
107.212.134.168,118,1
245.38.188.90,244,1
236.68.80.6,120,3
176.59.91.241,23,1
227.186.134.177,124,41
140.131.120.255,118,6
239.73.108.249,116,68
107.204.141.210,119,27
245.253.141.137,120,6
236.67.240.101,120,1
115.51.166.115,249,3
140.137.76.93,120,45
241.188.58.23,57,9
239.166.94.17,247,3
245.252.105.3,59,14
236.32.4.1,116,8
236.249.73.2,115,6
242.127.178.103,120,24
241.188.36.253,57,1
115.49.43.243,122,5
140.115.50.39,118,26
240.39.221.114,54,1
143.165.19.2,54,8
245.252.181.44,118,7
162.141.156.249,118,4
245.252.53.154,120,55
238.2.103.214,250,2
140.123.224.24,119,26
227.57.46.62,55,40
240.10.54.94,119,23
245.13.240.193,116,7
1.38.255.120,23,1
252.64.214.49,57,3
238.77.103.47,118,95
3.231.241.17,122,1
107.212.252.111,117,1
241.201.119.22,60,4
238.2.103.216,250,2
227.186.178.97,123,78
107.210.231.111,119,5
115.52.34.139,122,165
240.60.174.191,56,4
135.203.164.124,120,3
236.207.37.116,118,8
115.55.139.25,122,9
107.255.243.79,119,14
140.141.179.24,120,3
162.139.215.254,55,2
162.139.215.254,118,15
140.131.121.147,118,5
244.136.48.50,113,207
245.253.129.161,122,6
245.253.135.44,118,11
241.182.92.26,119,5
115.49.192.195,249,1
240.169.82.100,55,5
238.2.103.217,250,2
3.233.110.176,54,1
228.92.26.108,114,61
245.253.150.125,58,3
227.35.83.78,119,3
238.2.103.87,250,3
245.239.213.83,249,2
140.140.150.123,24,12
236.68.86.6,119,1
248.35.59.80,23,1
69.224.34.117,114,1
252.44.184.65,248,3
162.136.188.198,118,7
140.115.167.250,55,17
241.169.142.110,57,6
3.176.203.147,58,138
0.17.17.254,117,8
115.46.177.178,123,4
115.51.166.81,122,3
2.158.222.209,117,5
140.132.99.77,120,1
107.215.62.90,120,47
244.37.171.55,113,4
140.138.17.102,120,11
107.210.114.133,120,43
245.252.25.185,117,121
227.221.109.59,249,1
236.102.253.150,54,1
227.219.64.88,12,2
143.173.35.253,120,3
115.50.89.72,122,7
157.224.71.250,246,2
1.241.110.33,247,4
3.112.214.10,57,16
140.131.215.164,118,9
107.212.140.72,118,37
238.180.60.249,120,91
241.229.130.119,55,10
0.17.33.42,117,8
245.38.189.26,244,1
2.58.22.70,119,254
100.190.202.209,23,1
69.224.138.159,116,6
4.116.126.59,118,138
236.111.49.165,111,6
115.55.219.55,122,16
245.55.146.126,118,3
140.137.125.198,120,13
107.215.63.137,120,48
245.252.40.171,58,6
0.185.31.5,59,3
244.134.239.9,113,12
140.157.233.121,122,2
115.50.134.222,122,4
238.160.86.130,54,3
3.176.198.206,120,7
236.196.140.4,241,161
115.254.222.215,57,12
107.237.251.7,120,8
107.211.7.227,120,24
244.66.31.83,55,6
115.51.166.69,122,3
115.12.146.199,119,9
227.192.205.222,120,2
238.138.24.179,116,4
249.144.27.214,119,13
140.115.204.222,118,13
1.36.89.204,120,39
140.137.126.114,120,1
237.130.20.51,52,1
227.212.199.161,121,6
227.161.87.253,109,6
69.239.227.60,244,2
238.90.98.7,244,1
115.55.171.173,58,6
241.8.153.0,120,11
140.131.118.198,118,16
236.212.42.4,113,124
107.35.152.52,56,8
135.203.133.164,121,6
143.165.95.45,117,8
0.84.19.237,122,3
100.253.71.41,119,19
236.102.13.4,117,5
162.138.49.153,117,3
245.253.0.216,115,152
227.186.187.220,124,1
227.133.170.4,247,3
245.191.61.156,115,4
245.252.115.126,119,124
248.211.26.58,247,1
140.128.89.0,120,4
250.230.210.116,23,1
238.122.207.246,122,3
238.148.135.143,124,5
227.54.214.237,120,6
115.51.166.36,122,3
224.84.252.234,115,5
107.215.215.191,119,122
115.54.234.118,122,13
115.44.139.249,123,12
115.51.102.184,59,9
236.103.148.27,58,9
236.103.148.27,59,20
0.249.87.243,250,1
143.173.41.102,120,12
142.3.115.88,23,1
245.253.118.232,119,210
238.180.172.207,119,11
227.186.187.223,124,7
115.51.173.175,122,3
238.77.122.136,118,2
1.7.4.46,116,6
4.118.77.5,55,12
115.35.120.195,122,1
224.84.158.74,114,29
165.6.233.121,51,3
245.252.82.121,122,4
227.33.186.68,118,6
140.157.245.205,122,21
238.110.116.154,241,3
238.2.117.179,122,1
0.84.18.184,58,17
22.162.219.218,23,1
0.17.11.154,117,3
3.41.254.249,120,1
245.253.34.15,119,47
140.133.41.213,22,32
245.252.206.185,118,125
252.44.154.22,121,1
140.141.50.103,120,25
0.3.133.244,251,2
0.3.133.244,60,18
238.2.103.225,250,2
115.55.128.41,58,4
69.65.159.188,116,4
245.51.52.189,54,8
238.30.6.8,249,1
238.17.94.208,118,12
2.58.151.112,119,28
3.176.64.82,121,175
238.2.103.230,250,2
115.13.136.153,120,8
244.235.193.124,247,2
123.108.223.204,23,1
71.219.132.59,117,1
140.130.41.208,119,13
140.121.15.195,117,1
0.87.30.222,120,9
3.176.197.28,120,1
227.214.183.19,56,8
245.253.116.134,55,5
115.32.198.50,122,1
140.157.53.202,121,65
140.114.190.32,120,4
100.174.169.79,119,3
238.76.72.203,117,7
245.253.124.41,119,3
3.170.250.100,55,2
252.208.102.17,58,4
143.173.9.88,121,109
140.128.0.167,119,21
140.121.11.184,117,7
22.34.116.109,23,1
225.70.190.86,116,9
140.157.139.18,59,9
107.211.142.34,119,24
227.33.191.148,249,13
249.137.62.2,124,47
245.38.163.138,244,1
245.252.187.121,118,6
69.247.38.69,51,13
241.247.113.33,120,7
227.222.156.193,1,2
227.222.156.193,2,2
227.222.156.193,3,2
227.222.156.193,4,2
227.222.156.193,5,2
245.253.22.157,120,4
227.103.85.226,60,3
3.231.222.210,121,39
236.170.8.119,115,6
100.174.172.187,119,13
94.1.150.129,23,1
227.74.48.181,117,7
245.253.149.251,118,8
240.169.159.102,53,14
245.69.43.251,121,3
238.2.103.237,250,2
224.81.107.163,114,69
238.2.103.233,250,2
241.168.210.187,57,2
143.32.131.28,56,1
245.38.167.74,244,1
3.223.161.217,58,1
238.7.123.209,119,158
245.252.203.159,117,3
244.170.224.93,52,1
107.215.191.49,118,78
0.20.91.1,118,5
228.85.226.67,113,6
107.211.16.211,119,6
107.255.195.147,119,5
245.111.244.36,56,1
238.77.103.147,118,16
0.180.74.144,58,68
115.51.76.188,123,5
245.253.95.43,119,5
0.0.181.253,248,1
42.27.191.219,23,1
242.15.197.65,246,3
238.2.103.240,250,2
236.111.64.69,111,35
115.34.149.249,122,3
2.236.51.209,120,2
100.157.28.104,119,6
100.253.150.7,120,1
245.244.36.164,117,3
3.244.224.195,55,1
107.255.210.135,119,9
245.252.177.178,118,19
241.174.154.163,120,40
241.201.114.230,123,5
241.201.114.230,60,1
245.106.243.45,56,5
227.212.4.200,143,1
162.132.178.16,119,8
77.143.162.135,23,1
0.180.188.101,121,166
143.173.4.153,121,2
245.49.151.147,55,9
227.212.104.218,121,156
245.253.35.94,119,8
0.249.247.194,120,3
3.176.161.50,121,4
3.231.248.178,122,3
238.66.192.97,123,5
162.137.221.229,56,12
236.132.22.145,112,31
107.204.152.244,117,2
245.252.94.73,59,1
162.139.68.6,55,1
140.137.72.220,120,61
100.171.115.198,118,20
244.131.242.253,117,1
245.252.194.44,118,24
140.157.146.95,122,4
107.35.157.244,57,1
107.30.142.89,24,29
115.48.80.168,122,2
3.176.197.8,120,1
140.119.206.73,120,1
162.141.60.1,118,4
61.109.63.206,23,1
115.51.136.82,122,2
245.249.200.74,115,6
3.48.108.12,56,75
238.161.195.23,52,15
242.124.117.123,119,11
140.139.25.173,119,2
115.40.66.25,121,5
115.51.166.30,122,3
107.236.70.200,119,2
107.236.70.200,120,72
160.120.6.54,23,1
143.165.255.11,117,4
0.87.142.66,121,2
140.121.113.150,118,12
115.34.149.75,249,4
0.180.1.77,121,4
238.2.81.186,60,2
140.123.16.92,119,1
1.16.121.235,116,7
34.225.243.144,23,1
245.38.160.55,244,1
140.143.214.11,118,2
3.176.197.2,120,4
140.157.119.253,122,18
245.252.61.85,118,609
245.38.173.18,244,2
238.2.107.53,111,3
157.197.148.113,97,3
3.231.248.62,121,6
69.247.117.101,51,39
249.174.120.247,55,2
140.157.210.174,123,346
143.165.50.92,117,2
0.180.184.9,121,283
245.252.166.51,118,12
227.95.36.86,247,1
69.224.20.123,113,7
162.133.134.60,117,3
3.176.197.7,120,4
245.244.34.141,117,4
227.33.185.220,121,3
225.209.141.187,113,5
227.104.114.255,120,5
115.42.49.13,122,1
115.55.173.233,122,138
2.58.129.213,23,538
245.110.85.155,120,5
107.213.35.9,119,6
227.203.224.126,118,102
135.181.143.32,23,1
224.84.110.240,115,11
140.139.234.86,119,2
3.116.146.148,58,5
3.116.146.148,56,2
243.69.232.29,119,1
227.174.53.246,246,1
3.41.244.25,56,349
0.144.138.3,249,1
107.210.48.150,120,52
1.241.110.153,247,2
140.135.145.248,120,1
115.48.114.58,122,921
3.176.232.86,120,54
225.17.26.8,116,7
140.134.216.180,118,3
115.42.58.165,58,6
140.135.232.182,119,7
140.140.10.229,119,10
245.239.245.80,119,6
162.133.134.28,116,10
3.176.197.6,120,1
71.47.56.11,119,26
241.138.222.168,122,5
107.215.181.152,118,6
140.114.242.77,120,39
241.217.201.3,117,222
245.119.136.121,53,1
252.44.155.209,120,3
227.197.85.24,118,3
71.197.135.203,59,10
227.212.166.156,58,54
227.197.91.39,118,191
245.252.134.16,119,100
153.125.39.98,58,8
153.125.39.98,120,4
140.123.23.201,119,2
140.157.146.68,122,15
156.38.93.38,23,1
0.87.154.254,121,49
238.76.38.209,118,28
249.173.197.253,57,5
252.180.41.245,50,6
245.56.21.114,55,1
140.115.36.69,119,8
140.142.102.148,121,8
238.148.220.37,122,14
0.180.56.187,121,5
115.51.163.100,122,3
104.102.60.123,23,1
244.229.62.196,243,6
241.174.115.251,57,3
252.208.103.140,57,8
245.252.30.158,119,8
3.141.228.149,112,265
240.152.112.4,244,7
238.8.65.252,118,1
245.56.0.198,117,3
71.218.179.74,117,3
3.235.161.26,121,819
238.107.119.211,112,2
245.12.78.41,114,2
100.171.127.83,120,5
245.56.0.1,117,1
107.211.62.94,118,1
115.32.143.202,122,32
245.38.191.215,244,1
207.97.212.102,23,1
241.8.248.216,120,288
245.252.159.106,119,5
249.74.19.134,23,1
107.214.209.223,118,1
107.214.209.223,119,5
3.235.232.166,58,8
153.125.40.101,58,7
107.215.3.74,118,1
107.215.3.74,119,596
171.116.120.244,247,2
238.102.193.65,58,1
245.12.23.200,116,14
3.176.197.90,120,1
115.34.74.118,121,10
236.108.87.86,113,14
245.239.214.251,249,3
107.213.249.67,118,12
100.161.104.235,119,25
238.2.103.56,250,3
236.67.62.28,117,1
115.51.163.107,122,3
133.153.154.19,55,1
162.139.93.254,55,4
3.235.232.162,58,2
245.253.86.222,118,10
245.40.52.28,57,15
245.40.52.28,58,12
0.61.192.216,60,23
86.21.85.167,23,1
115.50.235.165,122,1
107.233.60.137,118,1
107.233.60.137,119,6
243.243.88.234,55,33
71.220.17.59,117,7
145.65.78.144,117,19
145.65.78.144,118,5
107.210.230.168,119,21
143.47.131.6,120,6
245.252.193.49,54,3
115.51.5.239,122,20
245.55.22.114,121,29
4.116.63.78,117,3
107.80.170.19,57,2
238.2.99.69,251,3
241.182.95.12,124,8
115.51.10.40,122,19
143.116.69.20,245,1
140.138.44.110,57,63
162.139.228.129,55,1
1.17.115.253,245,2
107.43.221.243,56,1
245.253.161.165,118,6
227.186.164.43,123,13
224.87.73.15,115,6
107.214.95.63,119,109
238.77.88.170,118,8
100.171.237.209,118,77
106.132.7.244,55,7
252.44.251.217,119,4
115.40.159.104,121,1
115.50.220.86,122,49
249.25.44.3,245,1
245.253.74.90,123,12
0.6.111.155,51,6
140.141.71.74,120,7
236.32.37.221,120,1
252.208.122.66,55,7
143.173.27.12,121,1
140.139.40.219,119,10
252.208.117.252,118,38
140.137.54.155,56,2
245.38.164.73,244,1
224.82.199.3,115,6
115.51.163.115,122,3
245.253.117.36,119,266
0.3.140.228,125,4
0.3.140.228,29,1
115.52.239.215,122,3
236.108.253.4,51,19
236.108.253.4,242,1
115.52.97.175,122,2
245.104.254.49,115,3
143.76.82.96,56,2
245.51.220.22,103,3
245.252.180.150,118,24
245.252.180.150,117,12
170.109.87.99,23,1
115.35.32.13,122,20
105.249.190.19,57,2
140.130.236.179,119,1
224.220.59.176,240,15
128.65.191.156,116,7
107.213.198.230,119,11
0.15.55.19,119,8
245.253.143.97,120,37
115.51.163.125,122,3
140.138.246.161,121,17
115.51.29.164,122,11
115.254.241.91,122,1
244.37.171.52,113,1
245.252.182.174,118,81
105.187.211.235,23,1
107.255.225.145,55,1
1.16.156.115,117,91
107.32.50.167,247,1
143.165.50.209,117,8
249.155.34.43,60,16
245.252.224.37,118,306
245.252.228.84,117,4
1.88.48.97,61,92
140.135.106.81,120,20
162.137.242.1,54,10
115.54.209.113,122,444
239.149.87.59,49,1
245.51.226.15,118,3
245.253.161.112,118,76
140.136.170.107,119,4
140.132.231.143,56,9
227.33.188.180,119,3
252.44.72.141,118,1
140.158.22.81,117,6
162.157.106.127,116,9
107.211.127.102,54,2
115.43.138.208,122,2772
115.34.158.140,58,7
115.51.163.83,122,3
115.43.77.91,122,8
0.180.189.243,120,249
86.234.172.29,23,1
245.253.118.37,119,12
107.254.58.178,117,1
107.254.58.178,118,5
0.87.155.16,57,16
4.114.130.249,119,3
100.157.128.194,55,142
227.78.193.229,56,9
107.218.93.218,119,2
107.218.93.218,120,2
236.119.47.183,57,1
143.165.32.192,116,5
115.51.174.182,122,3
227.33.174.190,58,43
248.74.166.139,122,75
227.65.38.125,243,1
245.38.179.157,244,1
140.157.51.251,118,12
115.50.241.188,122,17
236.101.3.27,119,2
164.173.60.124,54,1
236.163.192.122,241,26
115.32.82.197,122,12
0.249.95.195,58,1
226.125.95.30,23,1
3.161.57.33,251,1
3.176.197.75,120,1
245.73.92.146,56,41
162.133.227.254,53,6
107.255.193.186,246,4
115.49.196.202,122,1
238.76.193.162,118,41
245.239.196.143,119,39
237.133.92.145,244,58
107.211.86.17,245,39
69.24.233.147,248,1
245.38.165.39,244,1
245.253.185.130,120,209
245.253.185.130,121,118
107.214.130.48,118,2
241.245.15.200,123,12
236.214.172.209,114,29
162.157.96.115,116,1
157.197.148.112,97,3
0.144.130.214,121,54
140.123.21.178,119,7
4.118.64.109,117,7
140.139.27.53,119,82
140.137.196.174,119,20
228.85.224.40,113,1
228.85.224.40,114,251
115.43.141.23,58,5
249.137.130.62,58,2
2.45.219.108,119,6
227.186.137.141,60,2
140.134.192.206,117,14
162.132.142.4,119,18
140.142.91.100,120,1
241.201.123.37,60,22
140.135.211.185,119,3
224.86.96.171,240,2
107.218.127.202,117,1
115.48.107.36,122,1804
241.169.133.230,120,21
252.44.140.249,119,11
107.233.75.185,54,2
107.233.75.185,55,3
115.46.177.98,58,3
100.160.161.237,56,14
238.118.182.10,53,1
241.16.1.57,249,3
241.110.32.85,119,44
107.34.129.54,120,64
232.108.18.29,23,1
239.178.24.145,58,1
224.84.90.9,243,1
241.99.240.232,246,1
115.46.138.60,122,4
244.93.90.59,51,5
1.5.41.8,54,9
1.5.41.8,22,1
115.51.163.66,122,3
245.139.147.37,53,4
237.8.96.132,242,23
115.46.141.172,144,1
224.203.70.147,52,1
241.43.33.15,119,5
140.141.77.247,120,3
135.203.164.31,120,19
107.250.91.90,23,1
245.239.202.159,119,47
107.211.114.186,118,1
107.212.140.100,119,29
245.253.160.239,117,5
2.236.237.1,245,2
107.233.106.58,118,4
107.233.106.58,119,139
238.190.207.168,57,3
236.141.8.170,246,4
140.133.41.224,118,50
143.165.57.111,116,150
115.50.37.250,122,11
115.51.163.71,122,3
245.252.129.80,119,26
4.106.59.132,119,1
143.165.194.116,54,12
227.33.191.177,122,11
245.252.238.111,118,20
153.125.228.176,121,290
115.51.20.170,122,5
0.245.15.5,60,1
107.214.65.157,119,3
107.214.65.157,246,1
245.103.190.0,249,6
244.171.229.201,244,1
140.140.251.51,120,54
138.21.236.13,118,4
0.123.30.254,117,6
238.90.108.234,248,1
245.252.186.75,118,6
248.95.222.79,117,6
227.186.176.196,59,1
115.40.12.235,121,9
107.233.120.157,117,1
107.233.120.157,118,12
107.210.137.111,117,6
151.121.196.3,247,4
245.239.234.196,119,5
248.35.19.6,58,1
240.194.223.59,249,1
228.85.109.174,115,181
245.239.227.24,120,25
224.84.198.73,114,14
120.100.88.89,23,1
162.139.183.122,55,2
0.180.210.192,120,5
0.84.16.63,58,10
107.212.7.236,119,5
245.38.190.127,244,1
224.80.44.148,112,15
224.80.44.148,113,14
227.160.42.109,55,148
0.39.48.49,118,6
245.244.34.63,117,20
140.157.35.67,123,7
3.116.150.167,120,39
3.176.66.104,120,6
245.252.134.141,119,20
249.137.217.203,122,14
0.180.67.202,56,9
244.53.34.68,115,2
244.53.34.68,116,1
107.214.62.153,119,243
3.190.228.168,118,24
140.135.232.72,119,2
241.113.161.151,57,22
115.51.163.36,58,6
227.190.17.1,52,13
3.231.227.224,122,44
140.137.190.89,120,37
252.44.239.29,119,7
3.176.70.41,57,6
238.76.46.43,118,16
238.181.140.190,56,1
140.115.250.24,121,1
140.157.25.205,121,314
225.209.183.207,114,6
3.176.138.254,121,56
245.253.94.105,119,1
0.32.199.251,58,2
69.65.180.98,114,8
245.10.196.107,18,38
115.42.31.119,145,1
140.135.36.253,120,3
107.236.57.172,118,2
107.236.57.172,119,24
252.44.247.17,56,1
107.211.46.223,120,1
238.139.221.8,51,10
238.76.39.108,118,30
244.181.88.57,244,1
0.84.18.104,58,5
140.158.55.188,118,11
57.214.51.243,23,1
115.45.10.165,122,245
241.8.252.139,121,1
236.32.55.14,119,86
236.32.55.14,57,2
115.34.188.111,122,2
244.133.172.202,246,1
107.210.255.124,119,9
115.32.186.69,122,1
244.118.34.153,118,1
242.83.118.59,55,20
107.215.111.251,120,6
227.145.92.5,119,12
140.137.39.105,246,86
241.8.158.167,120,5
115.254.252.34,122,111
107.210.209.102,118,1
245.252.7.169,118,1
245.239.207.170,119,250
140.137.9.18,119,2
162.132.146.166,118,44
162.138.82.28,53,2
69.239.185.177,114,6
115.42.30.219,59,1
162.143.141.6,52,1
162.143.141.6,244,1
241.252.162.123,121,18
162.138.39.254,118,4
245.38.5.164,248,5
228.87.203.214,114,225
140.130.19.244,55,17
244.125.26.205,113,2
227.186.177.244,122,17
137.142.43.65,119,1
245.252.12.86,118,1
143.173.105.2,121,24
245.114.82.82,122,12
115.52.254.28,122,3
140.140.214.10,22,7
245.253.6.81,122,5
245.55.20.208,120,21
140.140.111.113,120,33
227.186.144.1,60,4
241.229.130.241,55,8
69.24.234.35,249,2
227.197.85.116,118,7
140.118.221.101,119,1
140.142.79.250,57,7
227.186.168.247,60,28
227.186.188.15,59,4
227.78.193.57,248,2
115.43.158.181,122,4
237.133.82.61,115,10
107.211.118.115,118,300
0.180.156.221,120,1
69.24.101.65,119,174
227.37.183.140,57,19
69.78.40.2,244,1
143.182.200.254,56,1
1.17.105.88,55,1
244.104.182.12,53,1
236.67.172.196,120,11
227.57.49.56,56,1
162.133.34.1,54,1
245.252.205.168,122,28
245.252.205.168,123,8
162.135.68.75,119,9
0.17.3.177,116,10
0.180.158.4,57,4
238.146.186.193,121,1
241.252.21.98,56,58
3.231.243.88,122,11
227.186.182.89,251,2
238.138.34.34,244,10
140.131.148.33,117,5
150.124.122.88,23,1
138.147.138.51,55,1
115.52.17.147,122,102
1.88.118.76,124,140
71.172.10.5,54,20
71.172.10.5,245,1
245.239.230.63,117,3
244.117.226.125,52,2
107.255.239.93,119,25
107.211.77.198,118,6
248.74.167.217,122,95
0.15.23.197,116,4
157.197.148.108,95,3
115.49.5.62,122,970
